,movie_name,imdb_id,cast,direction,production_companies,movie_budget,movie_revenue
115,Fantastic Four: Rise of the Silver Surfer,tt0486576,"{'Ioan Gruffudd': 'Reed Richards / Mr. Fantastic', 'Jessica Alba': 'Sue Richards / Invisible Woman', 'Chris Evans': 'Johnny Storm / Human Torch', 'Michael Chiklis': 'Ben Grimm / The Thing', 'Julian McMahon': 'Victor von Doom / Doctor Doom', 'Doug Jones': 'Norrin Radd / Silver Surfer', 'Kerry Washington': 'Alicia Masters', 'Andre Braugher': 'General Hager', 'Laurence Fishburne': 'Norrin Radd / Silver Surfer (voice)', 'Beau Garrett': 'Frankie Raye', 'Brian Posehn': 'Priest', 'Zach Grenier': 'James Sherman / Rafke', 'Kenneth Welsh': 'Dr. Jeff Wagner', 'Kevin McNulty': 'Baxter Building Doorman', 'Moneca Delain': 'Hot Party Girl #2', 'Crystal Lowe': 'Hot Party Girl #3', 'Vanessa Lachey': ""Johnny's Wedding Date"", 'Stan Lee': 'Stan Lee - Rejected Wedding Guest', 'Gonzalo Menendez': 'Lieutenant', 'Lauren Sánchez': 'Fox News Reporter', 'Patricia Harras': 'Fan Four Receptionist', 'Valerie Tian': 'New York Teen Girl #1', 'Michasha Armstrong': 'Wedding Security'}",['Tim Story'],"['1492 Pictures', 'Bernd Eichinger Productions', '20th Century Fox', 'Constantin Film', 'Marvel Studios', 'Ingenious Film Partners']",130000000,301913131
116,The Mask of Zorro,tt0120746,"{'Antonio Banderas': 'Alejandro Murrieta / Zorro', 'Anthony Hopkins': 'Don Diego de la Vega / Zorro', 'Catherine Zeta-Jones': 'Elena Montero / Elena Murrieta', 'Stuart Wilson': 'Don Rafael Montero', 'L.Q. Jones': 'Three-Fingered Jack', 'Tony Amendola': 'Don Luiz', 'Victor Rivers': 'Joaquín Murrieta', 'Maury Chaykin': 'Prison Warden', 'Pedro Armendáriz Jr.': 'Don Pedro'}",['Martin Campbell'],"['TriStar Pictures', 'Amblin Entertainment']",95000000,250288523
117,Batman Forever,tt0112462,"{'Val Kilmer': 'Bruce Wayne / Batman', 'Jim Carrey': 'Edward Nygma / The Riddler', 'Nicole Kidman': 'Dr. Chase Meridian', 'Tommy Lee Jones': 'Harvey Dent / Two-Face', ""Chris O'Donnell"": 'Dick Grayson / Robin', 'Michael Gough': 'Alfred Pennyworth', 'Pat Hingle': 'Commissioner Gordon', 'Drew Barrymore': 'Sugar', 'Debi Mazar': 'Spice', 'René Auberjonois': 'Dr. Burton', 'Joe Grifasi': 'Bank Guard', 'Jessica Tuck': 'Female Newscaster', 'Michael Paul Chan': 'Executive', 'Jon Favreau': 'Assistant', 'Jack Betts': 'Fisherman', 'Rebecca Budig': 'Teenage Girl', 'Don Wilson': 'Gang Leader', 'Terry Ellis': 'Girl on Corner #2', 'Deron McBee': ""Harvey's Thug"", 'Mike Smith': ""Harvey's Thug"", 'Ed Begley Jr.': 'Fred Stickley (uncredited)', 'George Cheung': 'Guest (uncredited)', 'Bob Kane': 'Guest (uncredited)'}",['Joel Schumacher'],"['DC Comics', 'Warner Bros. Pictures', 'PolyGram Filmed Entertainment', 'Tim Burton Productions']",100000000,336529144
118,TMNT,tt0453556,"{'James Arnold Taylor': 'Leonardo (voice)', 'Mitchell Whitfield': 'Donatello / Additional Voices (voice)', 'Nolan North': 'Raphael / Nightwatcher (voice)', 'Sarah Michelle Gellar': ""April O'Neil (voice)"", 'Chris Evans': 'Casey Jones (voice)', 'Mako': 'Splinter (voice)', 'Patrick Stewart': 'Winters (voice)', 'Kevin Smith': 'Diner Cook (voice)', 'Laurence Fishburne': 'Narrator (voice)', 'Zhang Ziyi': 'Karai (voice)', 'John DiMaggio': 'Colonel Santino (voice)', 'Kevin Michael Richardson': 'General Aguila / Additional Voices (voice)', 'Fred Tatasciore': 'General Gato / Additional Voices (voice)', 'Dee Bradley Baker': 'Additional Voices (voice)', 'Greg Baldwin': 'Splinter (voice)', 'Jeff Bennett': 'Additional Voices (voice)', 'Jim Cummings': 'Additional Voices (voice)', 'Grey DeLisle': 'Additional Voices (voice)', 'Chris Edgerly': 'Additional Voices (voice)', 'Jennifer Hale': 'Additional Voices (voice)', 'Jess Harnell': 'Additional Voices (voice)', 'Phil LaMarr': 'Additional Voices (voice)', 'Paul Michael Robinson': 'Additional Voices (voice)', 'Tara Strong': 'Additional Voices (voice)', 'Billy West': 'Additional Voices (voice)'}",['Kevin Munroe'],"['Imagi Animation Studios', 'The Weinstein Company', 'Warner Bros. Pictures', 'Mirage Studios']",34000000,95608995
119,Spider-Man 2,tt0316654,"{'Tobey Maguire': 'Spider-Man / Peter Parker', 'Kirsten Dunst': 'Mary Jane Watson', 'James Franco': 'Harry Osborn', 'Alfred Molina': 'Doc Ock / Otto Octavius', 'Rosemary Harris': 'May Parker', 'J.K. Simmons': 'J. Jonah Jameson', 'Donna Murphy': 'Rosalie Octavius', 'Daniel Gillies': 'John Jameson', 'Dylan Baker': 'Dr. Curt Connors', 'Bill Nunn': ""Joseph 'Robbie' Robertson"", 'Vanessa Ferlito': 'Louise', 'Willem Dafoe': 'Green Goblin / Norman Osborn', 'Cliff Robertson': 'Ben Parker', 'Ted Raimi': 'Hoffman', 'Elizabeth Banks': 'Miss Brant', 'Bruce Campbell': 'Snooty Usher', 'Elya Baskin': 'Mr. Ditkovitch', 'Daniel Dae Kim': 'Raymond', 'Hal Sparks': 'Elevator Passenger', 'Joel McHale': 'Mr. Jacks', 'Stan Lee': 'Man Dodging Debris', 'Emily Deschanel': 'Receptionist', 'Molly Cheek': 'Society Woman', 'Joy Bryant': 'Woman at Web', 'Peter McRobbie': 'OsCorp Representative', 'Timothy Jerome': 'Injured Scientist', 'Marc John Jefferies': 'Amazed Kid', 'Roshon Fegan': 'Amazed Kid', 'Reed Diamond': ""'Algernon'"", 'John Landis': 'Doctor', 'Brianna Brown': 'Train Passenger', 'Joey Diaz': 'Train Passenger', 'Cindy Cheung': 'Chinese Daughter (uncredited)', 'Phil LaMarr': 'Train Passenger (uncredited)', 'Peyton List': 'Little Girl Playing on Steps (uncredited)', 'Spencer List': 'Little Boy Playing on Steps (uncredited)', 'Bonnie Somerville': 'Screaming Woman (uncredited)'}",['Sam Raimi'],"['Marvel Enterprises', 'Laura Ziskin Productions', 'Columbia Pictures']",200000000,788976453
120,Captain America: The Winter Soldier,tt1843866,"{'Chris Evans': 'Steve Rogers / Captain America', 'Scarlett Johansson': 'Natasha Romanoff / Black Widow', 'Sebastian Stan': ""James 'Bucky' Barnes / Winter Soldier"", 'Anthony Mackie': 'Sam Wilson / Falcon', 'Cobie Smulders': 'Maria Hill', 'Frank Grillo': 'Brock Rumlow', 'Emily VanCamp': 'Kate / Agent 13', 'Hayley Atwell': 'Peggy Carter', 'Robert Redford': 'Alexander Pierce', 'Samuel L. Jackson': 'Nick Fury', 'Toby Jones': 'Dr. Arnim Zola', 'Jenny Agutter': 'Councilwoman Hawley', 'Callan Mulvey': 'Jack Rollins', 'Alan Dale': 'Councilman Rockwell', 'Chin Han': 'Councilman Yen', 'Bernard White': 'Councilman Singh', 'Stan Lee': 'Smithsonian Guard', 'Garry Shandling': 'Senator Stern', 'Joe Russo': 'Dr. Fine', 'Christopher Markus': 'SHIELD Interrogator #1', 'Pat Healy': 'Scientist #1', 'Danny Pudi': 'Com Tech #1', 'Branka Katić': 'Renata', 'Steven Culp': 'Scudder', 'Dominic Rains': 'CIA Instructor', 'June Christopher': 'SHIELD Computer (voice)', 'Gary Sinise': 'The Smithsonian Narrator (voice)', 'Thomas Kretschmann': 'Baron Wolfgang von Strucker (uncredited)', 'Elizabeth Olsen': 'Wanda Maximoff / Scarlet Witch (uncredited)', 'Nestor Serrano': 'Committee General (uncredited)', 'Aaron Taylor-Johnson': 'Pietro Maximoff / Quicksilver (uncredited)', 'Joss Whedon': 'Man on escalator in museum (uncredited)'}","['Anthony Russo', 'Joe Russo']",['Marvel Studios'],170000000,714766572
126,Fantastic Four,tt0120667,"{'Ioan Gruffudd': 'Reed Richards / Mr. Fantastic', 'Jessica Alba': 'Sue Storm / Invisible Woman', 'Chris Evans': 'Johnny Storm / Human Torch', 'Michael Chiklis': 'Ben Grimm / The Thing', 'Julian McMahon': 'Victor von Doom / Doctor Doom', 'Hamish Linklater': 'Leonard', 'Kerry Washington': 'Alicia Masters', 'Laurie Holden': 'Debbie McIlvane', 'Kevin McNulty': ""Jimmy O'Hoolihan"", 'Maria Menounos': 'Sexy Nurse', 'Michael Kopsa': 'Ned Cecil', 'Andrew Airlie': 'Compound Doctor', 'Colin Lawrence': 'NYPD Bridge Cop 2', 'Gina Holden': 'LV Receptionist', 'Peter Bryant': 'Lame Joke Businessman', 'Nicole Muñoz': 'Little Girl', 'Stan Lee': 'Willie Lumpkin', 'Lauren Sánchez': 'KCOP / KTTV'}",['Tim Story'],"['Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG', '1492 Pictures', 'Marvel Enterprises', '20th Century Fox', 'Bernd Eichinger Productions', 'Constantin Film']",100000000,333535934
128,Superman III,tt0086393,"{'Christopher Reeve': 'Clark Kent / Superman', 'Richard Pryor': 'August ""Gus"" Gorman', 'Jackie Cooper': 'Perry White', 'Marc McClure': 'Jimmy Olsen', ""Annette O'Toole"": 'Lana Lang', 'Robert Vaughn': 'Ross Webster', 'Pamela Stephenson': 'Lorelei', 'Margot Kidder': 'Lois Lane', ""Gavan O'Herlihy"": 'Brad', 'Bill Reimbold': 'Wages Man', 'Sandra Dickinson': 'Wife', 'Larry Lamb': '2nd Miner'}",['Richard Lester'],"['Dovemead Films', 'Cantharus Productions', 'Warner Bros. Pictures', 'DC Comics']",39000000,75850624
129,Blade: Trinity,tt0359013,"{'Wesley Snipes': 'Eric Brooks / Blade', 'Jessica Biel': 'Abigail Whistler', 'Ryan Reynolds': 'Hannibal King', 'Kris Kristofferson': 'Abraham Whistler', 'Dominic Purcell': 'Dracula / Drake', 'Parker Posey': 'Danica Talos', 'Natasha Lyonne': 'Sommerfield', 'James Remar': 'Ray Cumberland', 'John Michael Higgins': 'Dr. Edgar Vance', 'Patton Oswalt': 'Hedges', 'Callum Keith Rennie': 'Asher Talos', 'Paul Michael Lévesque': 'Jarko Grimwood', 'Françoise Yip': 'Virago', 'Eric Bogosian': 'Bentley Tittle', 'Erica Cerra': 'Goth Vixen Wannabe', 'Brian Steele': 'Drake Creature (uncredited)', 'Christopher Heyerdahl': 'Caulder'}",['David S. Goyer'],"['Marvel Enterprises', 'New Line Cinema', 'Amen Ra Films', 'Imaginary Forces', 'Peter Frankfurt Productions']",65000000,128905366
130,Hellboy II: The Golden Army,tt0411477,"{'Ron Perlman': 'Hellboy', 'Selma Blair': 'Liz Sherman', 'Doug Jones': 'Abe Sapien', 'John Alexander': 'Johann Krauss / Bethmoora Goblin', 'Seth MacFarlane': 'Johann (voice)', 'Luke Goss': 'Prince Nuada', 'Anna Walton': 'Princess Nuala', 'Jeffrey Tambor': 'Tom Manning', 'John Hurt': 'Trevor Bruttenholm', 'James Dodd': 'Johann Krauss', 'Brian Steele': 'Wink / Cronie / Spice Shop Troll / Cathedral Head / Fragglewump', 'Roy Dotrice': 'King Balor', 'Guillermo del Toro': 'Creature Vocals (voice) (uncredited)'}",['Guillermo del Toro'],"['Universal Pictures', 'Dark Horse Entertainment', 'Internationale Filmproduktion Eagle', 'Mid Atlantic Films', 'Relativity Media', 'Lawrence Gordon Productions']",85000000,160388063
131,The Legend of Zorro,tt0386140,"{'Antonio Banderas': 'Don Alejandro de la Vega / Zorro', 'Catherine Zeta-Jones': 'Elena', 'Adrian Alonso': 'Joaquin', 'Julio Oscar Mechoso': 'Frey Felipe', 'Nick Chinlund': 'Jacob McGivens', 'Rufus Sewell': 'Armand', 'Raúl Méndez': 'Ferroq', 'Michael Emerson': 'Harrigan', 'Pedro Armendáriz Jr.': 'Governor Riley', 'Mary Crosby': ""Governor's Wife"", 'Tony Amendola': 'Father Quintero'}",['Martin Campbell'],"['Amblin Entertainment', 'Columbia Pictures']",75000000,142400065
132,Superman IV: The Quest for Peace,tt0094074,"{'Christopher Reeve': 'Clark Kent / Superman', 'Gene Hackman': 'Lex Luthor', 'Jackie Cooper': 'Perry White', 'Marc McClure': 'Jimmy Olsen', 'Jon Cryer': 'Lenny', 'Sam Wanamaker': 'David Warfield', 'Mariel Hemingway': 'Lacy Warfield', 'Margot Kidder': 'Lois Lane', 'Jim Broadbent': 'Jean Pierre Dubois', 'Jayne Brook': 'Teacher - JFK High School', 'Susannah York': 'Lara (voice)', 'Kerry Shale': 'MBC Newscaster'}",['Sidney J. Furie'],"['Cannon Group', 'London-Cannon Films', 'Golan-Globus Productions', 'Warner Bros. Pictures', 'DC Comics']",17000000,19300000
134,Unbreakable,tt0217869,"{'Bruce Willis': 'David Dunn', 'Samuel L. Jackson': 'Elijah Price', 'Robin Wright': 'Audrey Dunn', 'Spencer Treat Clark': 'Joseph Dunn', 'Charlayne Woodard': ""Elijah's Mother"", 'Eamonn Walker': 'Dr. Mathison', 'Leslie Stefanson': 'Kelly', 'Laura Regan': 'Audrey Inverso Age 20', 'Michael Kelly': 'ER Doctor', 'Damian Young': 'Green Army Jacketed Man', 'M. Night Shyamalan': 'Stadium Drug Dealer', 'John Patrick Amedori': 'Hostage Boy'}",['M. Night Shyamalan'],"['Limited Edition Productions Inc.', 'Barry Mendel Productions', 'Blinding Edge Pictures', 'Touchstone Pictures']",75000000,248118121
136,Daredevil,tt0287978,"{'Ben Affleck': 'Matt Murdock / Daredevil', 'Jennifer Garner': 'Elektra Natchios / Elektra', 'Colin Farrell': 'Lester / Bullseye', 'Michael Clarke Duncan': 'Wilson Fisk / The Kingpin', 'Jon Favreau': 'Franklin ""Foggy"" Nelson', 'Ellen Pompeo': 'Karen Page', 'Joe Pantoliano': 'Ben Urich', 'Erick Avari': 'Nikolas Natchios', ""Derrick O'Connor"": 'Father Everett', 'Paul Ben-Victor': 'Jose Quesada', 'David Keith': 'Jack Murdock', 'John Rothman': 'Quesada Attorney', 'Kevin Smith': 'Jack Kirby, Forensic Assistant', 'Stan Lee': 'Old Man at Crossing', 'Robert Iler': 'Bully #1', 'Frank Miller': 'Man with Pen in Head', 'Kane Hodder': ""Fallon's Bodyguard (uncredited)"", 'Mark Margolis': 'Fallon (uncredited)', 'Kevin Porter': 'Bodyguard (uncredited)', 'Al Leong': 'Bar Thug (uncredited)', 'Coolio': 'Dante Jackson'}",['Mark Steven Johnson'],"['Marvel Enterprises', 'New Regency Pictures', 'Epsilon Motion Pictures', 'Regency Enterprises', '20th Century Fox']",78000000,179179718
137,Fantastic Four,tt1502712,"{'Miles Teller': 'Reed Richards / Mr. Fantastic', 'Michael B. Jordan': 'Johnny Storm / The Human Torch', 'Kate Mara': 'Sue Storm / Invisible Woman', 'Jamie Bell': 'Ben Grimm / The Thing', 'Toby Kebbell': 'Doctor Victor von Doom', 'Reg E. Cathey': 'Dr. Franklin Storm', 'Tim Blake Nelson': 'Harvey Elder', 'Dan Castellaneta': 'Mr. Kenny', 'Chet Hanks': 'Jimmy Grimm', 'Tim Heidecker': 'Mr. Richards', 'Don Yesso': 'Pentagon General', 'Ben VanderMey': 'Soldier (Area 57)', 'Brittney Alger': 'Street Race Girl', 'Hunter Burke': ""Reed's Scientist (Area 57)"", 'Han Soto': ""Reed's Doctor (Area 57)"", 'Marco St. John': 'DC Military Official (Area 57)', 'David Jensen': 'War Room Soldier (uncredited)', 'Michael Papajohn': 'Tank Commander (uncredited)'}","['Stephen E. Rivkin', 'Simon Kinberg', 'Josh Trank']","['Moving Picture Company', 'Marvel Entertainment', 'TSG Entertainment', 'Marv Films', 'Genre Films', '20th Century Fox', 'Constantin Film']",120000000,167977596
138,The Green Hornet,tt0990407,"{'Seth Rogen': 'Britt Reid / Green Hornet', 'Jay Chou': 'Kato', 'Cameron Diaz': 'Lenore Case', 'Tom Wilkinson': 'James Reid', 'Christoph Waltz': 'Chudnofsky', 'Edward James Olmos': 'Michael Axford', 'David Harbour': 'Frank Scanlon', 'Jamie Harris': 'Popeye', 'Edward Furlong': 'Tupper', 'Lio Tipton': 'Anna Lee', 'Taylor Cole': 'Limo Girl', 'Billy Mayo': 'Police Officer', 'Dennis Keiffer': ""Chudnofsky's Gang"", 'David Powledge': ""Chudnofsky's Gang"", 'James Franco': 'Danny Crystal Cleer (uncredited)', 'Thomas Rosales Jr.': 'Gang Leader (uncredited)', 'John Koyama': ""Chudnofsky's Gang (uncredited)""}",['Michel Gondry'],"['Original Film', 'Reliance Big Entertainment', 'Sony Pictures', 'Columbia Pictures']",120000000,227817248
140,Captain Underpants: The First Epic Movie,tt2091256,"{'Kevin Hart': 'George Beard (voice)', 'Thomas Middleditch': 'Harold Hutchins (voice)', 'Ed Helms': 'Mr. Krupp / Captain Underpants (voice)', 'Nick Kroll': 'Professor Poopypants (voice)', 'Jordan Peele': 'Melvin (voice)', 'Kristen Schaal': 'Edith (voice)', 'DeeDee Rescher': 'Ms. Ribble (voice)', 'Brian Posehn': 'Mr. Rected (voice)', 'Mel Rodriguez': 'Mr. Fyde (voice)', 'Leslie David Baker': 'Officer McPiggly (voice)', 'Sugar Lyn Beard': 'Goodie Two-Shoes Girl (voice)', 'Lesley Nicol': 'Nobel Moderator (voice)'}",['David Soren'],"['DreamWorks Animation', 'Scholastic Entertainment']",38000000,125427681
142,Superman Returns,tt0348150,"{'Brandon Routh': 'Clark Kent / Superman', 'Kevin Spacey': 'Lex Luthor', 'Kate Bosworth': 'Lois Lane', 'James Marsden': 'Richard White', 'Parker Posey': 'Kitty Kowalski', 'Frank Langella': 'Perry White', 'Sam Huntington': 'Jimmy Olsen', 'Eva Marie Saint': 'Martha Kent', 'Marlon Brando': 'Jor-El', 'Kal Penn': 'Stanford', 'Tristan Lake Leabu': 'Jason White', 'Peta Wilson': 'Bobbie-Faye', 'Richard Branson': 'Shuttle Engineer', 'Raelee Hill': 'Hospital Nurse'}",['Bryan Singer'],"['DC Comics', 'Legendary Pictures', 'Bad Hat Harry Productions', 'Warner Bros. Pictures', 'Peters Entertainment']",270000000,391081192
143,Catwoman,tt0327554,"{'Halle Berry': 'Patience Phillips / Catwoman', 'Benjamin Bratt': 'Tom Lone', 'Sharon Stone': 'Laurel Hedare', 'Lambert Wilson': 'George Hedare', 'Frances Conroy': 'Ophelia', 'Alex Borstein': 'Sally', 'Michael Massee': 'Armando', 'Byron Mann': 'Wesley', 'Christopher Heyerdahl': 'Rocker', 'Ona Grauer': 'Sandy', 'Larry Sullivan': 'Warehouse Supervisor', 'Michasha Armstrong': 'Ferris Wheel Operator', 'Brooke Theiss': 'Ferris Wheel Mom', 'Ryan Robbins': 'Bartender', 'John Cassini': 'Graphologist', 'Herbert Duncanson': 'Security Guard', 'Judith Maxie': 'Jeweler', 'Benita Ha': 'Forensics Technician', 'Ashlea Earl': 'Performance Dancer', 'Anne Fletcher': 'Woman at Carnival', 'Missy Peregrym': 'Beau-line Graphics Model'}",['Pitof'],"['Village Roadshow Pictures', 'Di Novi Pictures', 'Frantic Films', 'Maple Shade Films', 'Catwoman Films', 'Warner Bros. Pictures']",100000000,82102379
144,Judge Dredd,tt0113492,"{'Sylvester Stallone': 'Judge Joseph Dredd', 'Diane Lane': 'Judge Hershey', 'Armand Assante': 'Rico', 'Rob Schneider': ""Herman 'Fergee' Ferguson"", 'Jürgen Prochnow': 'Judge Griffin', 'Max von Sydow': 'Chief Justice Fargo', 'Joanna Miles': 'Judge Evelyn McGruder', 'Joan Chen': 'Dr. Ilsa Hayden', 'Balthazar Getty': 'Cadet Nathan Olmeyer', 'Ewen Bremner': 'Junior Angel', 'Peter Marinker': 'Judge Carlos Esposito', 'Mitchell Ryan': 'Vartis Hammond', 'Steve Toussaint': 'Hunter Squad Leader', 'Stephen Lord': 'Zed Squatter', 'James Earl Jones': 'Narrator (uncredited)', 'Adrienne Barbeau': 'Voice of Central Computer (uncredited)', 'James Remar': 'Block Warlord (uncredited)', 'Ryan Gage': 'Young Thief (uncredited)', 'Al Sapienza': 'Young Judge (uncredited)'}",['Danny Cannon'],"['Cinergi Pictures Entertainment', 'Hollywood Pictures']",90000000,113493481
145,Sky High,tt0405325,"{'Michael Angarano': 'Will Stronghold', 'Mary Elizabeth Winstead': 'Gwen Grayson / Royal Pain', 'Kurt Russell': 'Steve Stronghold / The Commander', 'Kelly Preston': 'Josie Stronghold / Jetstream', 'Danielle Panabaker': 'Layla Williams', 'Bruce Campbell': 'Coach Boomer', 'Lynda Carter': 'Principal Powers', 'Kevin Heffernan': 'Ron Wilson, Bus Driver', 'Nicholas Braun': 'Zachary ""Zach"" Braun / Zack Attack', 'Steven Strait': 'Warren Peace', 'Will Harris': 'Speed', 'Dustin Ingram': 'Carbon Copy Kid', 'Cloris Leachman': 'Nurse Spex', 'Jim Rash': 'Mr. Grayson / Stitches', 'Dave Foley': 'Mr. Boy', 'Tom Kenny': 'Mr. Timmerman', 'Patrick Warburton': 'Royal Pain (voice)'}",['Mike Mitchell'],"['Max Stronghold Productions Inc.', 'Walt Disney Pictures', 'Gunn Films']",35000000,86369815
147,Teenage Mutant Ninja Turtles III,tt0108308,"{'Elias Koteas': 'Casey Jones / Whit', 'Paige Turco': ""April O'Neil"", 'Stuart Wilson': 'Walker', 'Vivian Wu': 'Mitsu', 'Matt Hill': 'Raphael', 'Brian Tochi': 'Leonardo (voice)', 'Corey Feldman': 'Donatello (voice)'}",['Stuart Gillard'],"['Clearwater Holdings Limited', 'New Line Cinema', 'Mirage Studios', 'Orange Sky Golden Harvest']",21000000,42273609
148,Max Steel,tt1472584,"{'Ben Winchell': 'Max McGrath', 'Josh Brener': 'Steel (voice)', 'Ana Villafañe': 'Sofia Martinez', 'Andy García': 'Dr. Miles Edwards', 'Maria Bello': 'Molly McGrath', 'Billy Slaughter': 'Agent Murphy', 'Mike Doyle': 'Jim McGrath', 'Brandon Larracuente': 'Attentive Kid'}",['Stewart Hendler'],"['Dolphin Entertainment', 'Ingenious Media', 'Mattel Playground Productions']",10000000,6272403
151,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,tt0103060,"{'Paige Turco': ""April O'Neil"", 'David Warner': 'Professor Jordon Perry', 'François Chau': 'Shredder', 'Vanilla Ice': 'Self', 'Brian Tochi': 'Leonardo (voice)', 'Frank Welker': 'Rahzar / Tokka (voice)', 'Michael Jai White': 'Audience Man', 'Tim Parati': 'Crew Member', 'Chris Cox': 'Foot Soldier', 'Kenny Morrison': 'Foot Soldier'}",['Michael Pressman'],"['Orange Sky Golden Harvest', 'New Line Cinema', 'Mirage Studios']",25000000,78656813
152,Guardians,tt4600952,"{'Alina Lanina': 'Kseniya', 'Valeriya Shkirando': 'Maj. Elena Larina'}",['Sarik Andreasyan'],"['Renovatio Entertainment', 'Enjoy Movies', 'Big Cinema House']",5400000,4803565
153,Superman II,tt0081573,"{'Gene Hackman': 'Lex Luthor', 'Christopher Reeve': 'Clark Kent / Superman', 'Ned Beatty': 'Otis', 'Jackie Cooper': 'Perry White', 'Sarah Douglas': 'Ursa', ""Jack O'Halloran"": 'Non', 'Margot Kidder': 'Lois Lane', 'Valerie Perrine': 'Eve Teschmacher', 'Susannah York': 'Lara', 'Clifton James': 'Sheriff', 'E.G. Marshall': 'The President', 'Marc McClure': 'Jimmy Olsen', 'Terence Stamp': 'General Zod', 'Richard Griffiths': 'Terrorist', 'John Ratzenberger': 'Controller', 'Jean-Pierre Cassel': 'French Officer at the White House (uncredited)', 'Richard Donner': 'Man Walking by Diner (uncredited)', 'Jeff East': 'Teenage Clark Kent (archive footage) (uncredited)', 'Glenn Ford': 'Jonathan Kent in Opening Montage (archive footage) (uncredited)', 'Trevor Howard': 'Krypton Elder (archive footage) (uncredited)'}",['Richard Lester'],"['Dovemead Films', 'Film Export A.G.', 'Warner Bros. Pictures', 'DC Comics']",54000000,190458706
154,Dragonball Evolution,tt1098327,"{'Justin Chatwin': 'Goku', 'Chow Yun-fat': 'Master Roshi', 'Jamie Chung': 'Chi Chi', 'Emmy Rossum': 'Bulma', 'James Marsters': 'Lord Piccolo', 'Randall Duk Kim': 'Grandpa Gohan', 'Ernie Hudson': 'Master Mutaito', 'Texas Battle': 'Carey Fuller'}",['James Wong'],"['World Film Magic', 'Dune Entertainment', 'Star Overseas', 'Big Screen Productions', 'Ingenious Media', '20th Century Fox']",30000000,58228460
157,Elektra,tt0357277,"{'Jennifer Garner': 'Elektra Natchios / Elektra', 'Goran Visnjic': 'Mark Miller', 'Will Yun Lee': 'Kirigi', 'Cary-Hiroyuki Tagawa': 'Roshi', 'Terence Stamp': 'Stick', 'Natassia Malthe': 'Typhoid Mary / Typhoid', 'Kirsten Zien': 'Abby Miller', 'Colin Cunningham': 'McCabe', 'Bob Sapp': 'Stone', 'Hiro Kanagawa': 'Meizumi', 'Ian Tracey': 'Pool Shark', 'Nathaniel Arcand': 'Hand Ninja #1', 'Kendall Cross': 'First Paramedic', 'Ty Olsson': 'Second Paramedic', 'Paul Wu': 'Fight Instructor', 'Jason Isaacs': 'DeMarco'}",['Rob Bowman'],"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Marvel Enterprises', 'Horseshoe Bay Productions', 'Elektra Productions', 'SAI Productions', '20th Century Fox']",43000000,56681566
161,Supergirl,tt0088206,"{'Helen Slater': 'Kara Zor-El / Linda Lee / Supergirl', 'Faye Dunaway': 'Selena', ""Peter O'Toole"": 'Zaltar', 'Hart Bochner': 'Ethan', 'Mia Farrow': 'Alura', 'Brenda Vaccaro': 'Bianca', 'Marc McClure': 'Jimmy Olsen', 'Matt Frewer': 'Eddie, Truck Driver', 'Sandra Dickinson': 'Pretty Young Lady'}",['Jeannot Szwarc'],"['St. Michael Finance Limited', 'Artistry Limited', 'Investors In Industry PLC', 'Robert Fleming Leasing Limited', 'DC Comics']",35000000,14296438
162,Superhero Movie,tt0426592,"{'Drake Bell': 'Dragonfly', 'Sara Paxton': 'Jill Johnson', 'Christopher McDonald': 'Lou Landers', 'Leslie Nielsen': 'Uncle Albert Adams', 'Kevin Hart': 'Trey', 'Marion Ross': 'Aunt Lucille', 'Ryan Hansen': 'Lance Landers', 'Keith David': 'The Chief of Police', 'Robert Joy': 'Dr. Hawking', 'Jeffrey Tambor': 'Dr. Whitby', 'Ryan Stiles': 'Blaine Riker', 'Nicole Sullivan': 'Julia Riker', 'Regina Hall': 'Mrs. Xavier', 'Craig Bierko': 'Wolverine (scenes deleted)', 'Simon Rex': 'The Human Torch', 'Dan Castellaneta': 'Carlson', 'Pamela Anderson': 'Invisible Girl', 'Vincent Larusso': 'Bank Robber', 'Michael Papajohn': '""Gimme your wallet""', 'Anna Osceola': '""Dr. Hawking, I am such a fan""', 'John Getz': 'Lunatic Editor', 'Charlene Tilton': ""Jill's Mother"", 'Jenica Bergere': '""Mr. Landers!""', 'Kurt Fuller': 'Bank Loan Officer', 'Jonathan Chase': 'Onlooker #1', ""Lil' Kim"": ""Xavier's Daughter"", 'James Lew': 'Shaolin Monk (uncredited)', 'Thomas Rosales Jr.': 'Bandit in Alley (uncredited)', 'Tracy Morgan': 'Professor Xavier'}",['Craig Mazin'],"['Dimension Films', 'The Weinstein Company', 'Metro-Goldwyn-Mayer', 'Craig Mazin Company']",35000000,25871834
